COU;country;IND;indicator;year;year_of_labour_market_entry;unit_code;unit;PowerCode_Code;PowerCode;value
AUS;Australia;PEN1A;Current retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
AUS;Australia;PEN1B;Current retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;65
AUS;Australia;PEN2A;Future retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;67
AUS;Australia;PEN2B;Future retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;67
AUS;Australia;PEN3A;Gross pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;64.9
AUS;Australia;PEN3B;Gross pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;30.9
AUS;Australia;PEN3C;Gross pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;30.9
AUS;Australia;PEN4A;Gross pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;62.1
AUS;Australia;PEN4B;Gross pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;28.1
AUS;Australia;PEN4C;Gross pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;28.1
AUS;Australia;PEN5A;Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;64.9
AUS;Australia;PEN7A;Net pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;75.5
AUS;Australia;PEN7B;Net pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;41
AUS;Australia;PEN7C;Net pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;43.8
AUS;Australia;PEN8A;Net pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;72.2
AUS;Australia;PEN8B;Net pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;37.3
AUS;Australia;PEN8C;Net pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;39.8
AUS;Australia;PEN9A;Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;75.5
AUS;Australia;PEN9B;Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;41
AUS;Australia;PEN9C;Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;43.8
AUS;Australia;PEN10A;Gross pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;11.7
AUS;Australia;PEN10B;Gross pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;5.6
AUS;Australia;PEN10C;Gross pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;5.6
AUS;Australia;PEN11A;Gross pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;12.4
AUS;Australia;PEN11C;Gross pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;5.6
AUS;Australia;PEN11B;Gross pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;5.6
AUS;Australia;PEN12A;Net pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;13.6
AUS;Australia;PEN12B;Net pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;7.4
AUS;Australia;PEN12C;Net pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;7.9
AUS;Australia;PEN13A;Net pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;14.4
AUS;Australia;PEN13B;Net pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;7.4
AUS;Australia;PEN13C;Net pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;7.9
AUS;Australia;PEN6A;Tax treatment of pensions and pensioners, Worker at average earnings, men;2018;2018;PC;Percentage;0;Units;24.6
AUS;Australia;PEN6B;Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men;2018;2018;PC;Percentage;0;Units;0
AUS;Australia;PEN6C;Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men;2018;2018;PC;Percentage;0;Units;24.6
AUS;Australia;PEN15A;Life expectancy at birth, Men;2018;2018;YR;Years;0;Units;81.2
AUS;Australia;PEN15B;Life expectancy at birth, Women;2018;2018;YR;Years;0;Units;85.2
AUS;Australia;PEN17A;Employment rate of older workers, 55-59;2018;2018;PC;Percentage;0;Units;71.5
AUS;Australia;PEN17B;Employment rate of older workers, 60-64;2018;2018;PC;Percentage;0;Units;55.2
AUS;Australia;PEN17C;Employment rate of older workers, 65-69;2018;2018;PC;Percentage;0;Units;28.5
AUS;Australia;PEN19A;Effective labour market exit age, men;2018;2018;YR;Years;0;Units;65.3
AUS;Australia;PEN19B;Effective labour market exit age, women;2018;2018;YR;Years;0;Units;64.3
AUS;Australia;PEN20A;Expected years in retirement, men;2018;2018;YR;Years;0;Units;19.8
AUS;Australia;PEN20B;Expected years in retirement, women;2018;2018;YR;Years;0;Units;23.3
AUS;Australia;PEN23A;Average worker earnings, national currency;2018;2018;;;0;Units;85778
AUS;Australia;PEN23B;Average worker earnings, USD market exchange rate;2018;2018;USD;US Dollar;0;Units;64089.4
AUT;Austria;PEN1A;Current retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
AUT;Austria;PEN1B;Current retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;60
AUT;Austria;PEN2A;Future retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
AUT;Austria;PEN2B;Future retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;65
AUT;Austria;PEN3A;Gross pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;76.5
AUT;Austria;PEN3B;Gross pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;76.5
AUT;Austria;PEN3C;Gross pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;76.5
AUT;Austria;PEN4A;Gross pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;76.5
AUT;Austria;PEN4B;Gross pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;76.5
AUT;Austria;PEN4C;Gross pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;76.5
AUT;Austria;PEN5A;Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;76.5
AUT;Austria;PEN7A;Net pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;89.7
AUT;Austria;PEN7B;Net pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;89.9
AUT;Austria;PEN7C;Net pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;89.6
AUT;Austria;PEN8A;Net pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;89.7
AUT;Austria;PEN8B;Net pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;89.9
AUT;Austria;PEN8C;Net pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;89.6
AUT;Austria;PEN9A;Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;89.7
AUT;Austria;PEN9B;Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;89.9
AUT;Austria;PEN9C;Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;89.6
AUT;Austria;PEN10A;Gross pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;14.2
AUT;Austria;PEN10B;Gross pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;14.2
AUT;Austria;PEN10C;Gross pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;14.2
AUT;Austria;PEN11A;Gross pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;15.5
AUT;Austria;PEN11C;Gross pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;15.5
AUT;Austria;PEN11B;Gross pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;15.5
AUT;Austria;PEN12A;Net pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;16.6
AUT;Austria;PEN12B;Net pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;16.7
AUT;Austria;PEN12C;Net pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;16.6
AUT;Austria;PEN13A;Net pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;18.1
AUT;Austria;PEN13B;Net pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;18.2
AUT;Austria;PEN13C;Net pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;18.1
AUT;Austria;PEN6A;Tax treatment of pensions and pensioners, Worker at average earnings, men;2018;2018;PC;Percentage;0;Units;32.8
AUT;Austria;PEN6B;Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men;2018;2018;PC;Percentage;0;Units;21.1
AUT;Austria;PEN6C;Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men;2018;2018;PC;Percentage;0;Units;25.4
AUT;Austria;PEN15A;Life expectancy at birth, Men;2018;2018;YR;Years;0;Units;78.9
AUT;Austria;PEN15B;Life expectancy at birth, Women;2018;2018;YR;Years;0;Units;83.8
AUT;Austria;PEN17A;Employment rate of older workers, 55-59;2018;2018;PC;Percentage;0;Units;72.8
AUT;Austria;PEN17B;Employment rate of older workers, 60-64;2018;2018;PC;Percentage;0;Units;30.8
AUT;Austria;PEN17C;Employment rate of older workers, 65-69;2018;2018;PC;Percentage;0;Units;9.4
AUT;Austria;PEN19A;Effective labour market exit age, men;2018;2018;YR;Years;0;Units;63.5
AUT;Austria;PEN19B;Effective labour market exit age, women;2018;2018;YR;Years;0;Units;60.8
AUT;Austria;PEN20A;Expected years in retirement, men;2018;2018;YR;Years;0;Units;19.3
AUT;Austria;PEN20B;Expected years in retirement, women;2018;2018;YR;Years;0;Units;25
AUT;Austria;PEN23A;Average worker earnings, national currency;2018;2018;;;0;Units;47119.7
AUT;Austria;PEN23B;Average worker earnings, USD market exchange rate;2018;2018;USD;US Dollar;0;Units;55619
BEL;Belgium;PEN1A;Current retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
BEL;Belgium;PEN1B;Current retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;65
BEL;Belgium;PEN2A;Future retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;67
BEL;Belgium;PEN2B;Future retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;67
BEL;Belgium;PEN3A;Gross pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;57.3
BEL;Belgium;PEN3B;Gross pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;46.8
BEL;Belgium;PEN3C;Gross pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;33.7
BEL;Belgium;PEN4A;Gross pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;57.3
BEL;Belgium;PEN4B;Gross pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;46.8
BEL;Belgium;PEN4C;Gross pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;33.7
BEL;Belgium;PEN5A;Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;71.6
BEL;Belgium;PEN7A;Net pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;70.7
BEL;Belgium;PEN7B;Net pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;66.2
BEL;Belgium;PEN7C;Net pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;48.3
BEL;Belgium;PEN8A;Net pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;70.7
BEL;Belgium;PEN8B;Net pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;66.2
BEL;Belgium;PEN8C;Net pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;48.3
BEL;Belgium;PEN9A;Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;87.9
BEL;Belgium;PEN9B;Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;72.4
BEL;Belgium;PEN9C;Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;57.8
BEL;Belgium;PEN10A;Gross pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;10.1
BEL;Belgium;PEN10B;Gross pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;8.2
BEL;Belgium;PEN10C;Gross pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;5.9
BEL;Belgium;PEN11A;Gross pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;11
BEL;Belgium;PEN11C;Gross pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;6.5
BEL;Belgium;PEN11B;Gross pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;9
BEL;Belgium;PEN12A;Net pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;12.4
BEL;Belgium;PEN12B;Net pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;11.6
BEL;Belgium;PEN12C;Net pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;8.5
BEL;Belgium;PEN13A;Net pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;13.6
BEL;Belgium;PEN13B;Net pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;12.8
BEL;Belgium;PEN13C;Net pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;9.3
BEL;Belgium;PEN6A;Tax treatment of pensions and pensioners, Worker at average earnings, men;2018;2018;PC;Percentage;0;Units;40.5
BEL;Belgium;PEN6B;Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men;2018;2018;PC;Percentage;0;Units;15.6
BEL;Belgium;PEN6C;Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men;2018;2018;PC;Percentage;0;Units;39.2
BEL;Belgium;PEN15A;Life expectancy at birth, Men;2018;2018;YR;Years;0;Units;79
BEL;Belgium;PEN15B;Life expectancy at birth, Women;2018;2018;YR;Years;0;Units;83.7
BEL;Belgium;PEN17A;Employment rate of older workers, 55-59;2018;2018;PC;Percentage;0;Units;68.4
BEL;Belgium;PEN17B;Employment rate of older workers, 60-64;2018;2018;PC;Percentage;0;Units;30
BEL;Belgium;PEN17C;Employment rate of older workers, 65-69;2018;2018;PC;Percentage;0;Units;5.3
BEL;Belgium;PEN19A;Effective labour market exit age, men;2018;2018;YR;Years;0;Units;61.6
BEL;Belgium;PEN19B;Effective labour market exit age, women;2018;2018;YR;Years;0;Units;60.5
BEL;Belgium;PEN20A;Expected years in retirement, men;2018;2018;YR;Years;0;Units;21.1
BEL;Belgium;PEN20B;Expected years in retirement, women;2018;2018;YR;Years;0;Units;25.5
BEL;Belgium;PEN23A;Average worker earnings, national currency;2018;2018;;;0;Units;48455.3
BEL;Belgium;PEN23B;Average worker earnings, USD market exchange rate;2018;2018;USD;US Dollar;0;Units;57195.6
CAN;Canada;PEN1A;Current retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
CAN;Canada;PEN1B;Current retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;65
CAN;Canada;PEN2A;Future retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
CAN;Canada;PEN2B;Future retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;65
CAN;Canada;PEN3A;Gross pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;50.9
CAN;Canada;PEN3B;Gross pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;39
CAN;Canada;PEN3C;Gross pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;29.8
CAN;Canada;PEN4A;Gross pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;50.9
CAN;Canada;PEN4B;Gross pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;39
CAN;Canada;PEN4C;Gross pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;29.8
CAN;Canada;PEN5A;Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;71.9
CAN;Canada;PEN7A;Net pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;58.3
CAN;Canada;PEN7B;Net pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;50.7
CAN;Canada;PEN7C;Net pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;39.7
CAN;Canada;PEN8A;Net pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;58.3
CAN;Canada;PEN8B;Net pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;50.7
CAN;Canada;PEN8C;Net pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;39.7
CAN;Canada;PEN9A;Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;82.4
CAN;Canada;PEN9B;Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;83.3
CAN;Canada;PEN9C;Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;73.4
CAN;Canada;PEN10A;Gross pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;9.6
CAN;Canada;PEN10B;Gross pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;7.3
CAN;Canada;PEN10C;Gross pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;5.6
CAN;Canada;PEN11A;Gross pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;10.4
CAN;Canada;PEN11C;Gross pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;6.1
CAN;Canada;PEN11B;Gross pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;8
CAN;Canada;PEN12A;Net pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;10.9
CAN;Canada;PEN12B;Net pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;9.5
CAN;Canada;PEN12C;Net pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;7.4
CAN;Canada;PEN13A;Net pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;11.9
CAN;Canada;PEN13B;Net pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;10.3
CAN;Canada;PEN13C;Net pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;8.1
CAN;Canada;PEN6A;Tax treatment of pensions and pensioners, Worker at average earnings, men;2018;2018;PC;Percentage;0;Units;23.2
CAN;Canada;PEN6B;Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men;2018;2018;PC;Percentage;0;Units;0.3
CAN;Canada;PEN6C;Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men;2018;2018;PC;Percentage;0;Units;8.4
CAN;Canada;PEN15A;Life expectancy at birth, Men;2018;2018;YR;Years;0;Units;80.2
CAN;Canada;PEN15B;Life expectancy at birth, Women;2018;2018;YR;Years;0;Units;84.2
CAN;Canada;PEN17A;Employment rate of older workers, 55-59;2018;2018;PC;Percentage;0;Units;71.8
CAN;Canada;PEN17B;Employment rate of older workers, 60-64;2018;2018;PC;Percentage;0;Units;53.1
CAN;Canada;PEN17C;Employment rate of older workers, 65-69;2018;2018;PC;Percentage;0;Units;25.3
CAN;Canada;PEN19A;Effective labour market exit age, men;2018;2018;YR;Years;0;Units;65.5
CAN;Canada;PEN19B;Effective labour market exit age, women;2018;2018;YR;Years;0;Units;64
CAN;Canada;PEN20A;Expected years in retirement, men;2018;2018;YR;Years;0;Units;18.9
CAN;Canada;PEN20B;Expected years in retirement, women;2018;2018;YR;Years;0;Units;23
CAN;Canada;PEN23A;Average worker earnings, national currency;2018;2018;;;0;Units;53550
CAN;Canada;PEN23B;Average worker earnings, USD market exchange rate;2018;2018;USD;US Dollar;0;Units;41327.3
CZE;Czech Republic;PEN1A;Current retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;63.2
CZE;Czech Republic;PEN1B;Current retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;62.7
CZE;Czech Republic;PEN2A;Future retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
CZE;Czech Republic;PEN2B;Future retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;65
CZE;Czech Republic;PEN3A;Gross pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;75
CZE;Czech Republic;PEN3B;Gross pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;45.9
CZE;Czech Republic;PEN3C;Gross pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;36.2
CZE;Czech Republic;PEN4A;Gross pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;75
CZE;Czech Republic;PEN4B;Gross pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;45.9
CZE;Czech Republic;PEN4C;Gross pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;36.2
CZE;Czech Republic;PEN5A;Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;75
CZE;Czech Republic;PEN7A;Net pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;91.6
CZE;Czech Republic;PEN7B;Net pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;60.3
CZE;Czech Republic;PEN7C;Net pension replacement rate, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;47.9
CZE;Czech Republic;PEN8A;Net pension replacement rate, Female, 0.50 of AW;2018;2018;PC;Percentage;0;Units;91.6
CZE;Czech Republic;PEN8B;Net pension replacement rate, Female, 1.00 of AW;2018;2018;PC;Percentage;0;Units;60.3
CZE;Czech Republic;PEN8C;Net pension replacement rate, Female, 1.50 of AW;2018;2018;PC;Percentage;0;Units;47.9
CZE;Czech Republic;PEN9A;Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;91.6
CZE;Czech Republic;PEN9B;Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;60.3
CZE;Czech Republic;PEN9C;Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW;2018;2018;PC;Percentage;0;Units;47.9
CZE;Czech Republic;PEN10A;Gross pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;14.1
CZE;Czech Republic;PEN10B;Gross pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;8.6
CZE;Czech Republic;PEN10C;Gross pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;6.8
CZE;Czech Republic;PEN11A;Gross pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;15.4
CZE;Czech Republic;PEN11C;Gross pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;7.4
CZE;Czech Republic;PEN11B;Gross pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;9.4
CZE;Czech Republic;PEN12A;Net pension wealth, Male, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;17.2
CZE;Czech Republic;PEN12B;Net pension wealth, Male, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;11.4
CZE;Czech Republic;PEN12C;Net pension wealth, Male, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;9
CZE;Czech Republic;PEN13A;Net pension wealth, Female, 0.50 of AW;2018;2018;RATIO;Ratio;0;Units;18.8
CZE;Czech Republic;PEN13B;Net pension wealth, Female, 1.00 of AW;2018;2018;RATIO;Ratio;0;Units;12.4
CZE;Czech Republic;PEN13C;Net pension wealth, Female, 1.50 of AW;2018;2018;RATIO;Ratio;0;Units;9.8
CZE;Czech Republic;PEN6A;Tax treatment of pensions and pensioners, Worker at average earnings, men;2018;2018;PC;Percentage;0;Units;24.6
CZE;Czech Republic;PEN6B;Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men;2018;2018;PC;Percentage;0;Units;0.9
CZE;Czech Republic;PEN6C;Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men;2018;2018;PC;Percentage;0;Units;8.5
CZE;Czech Republic;PEN15A;Life expectancy at birth, Men;2018;2018;YR;Years;0;Units;76.5
CZE;Czech Republic;PEN15B;Life expectancy at birth, Women;2018;2018;YR;Years;0;Units;81.8
CZE;Czech Republic;PEN17A;Employment rate of older workers, 55-59;2018;2018;PC;Percentage;0;Units;85.9
CZE;Czech Republic;PEN17B;Employment rate of older workers, 60-64;2018;2018;PC;Percentage;0;Units;46.4
CZE;Czech Republic;PEN17C;Employment rate of older workers, 65-69;2018;2018;PC;Percentage;0;Units;13.9
CZE;Czech Republic;PEN19A;Effective labour market exit age, men;2018;2018;YR;Years;0;Units;63.2
CZE;Czech Republic;PEN19B;Effective labour market exit age, women;2018;2018;YR;Years;0;Units;61.3
CZE;Czech Republic;PEN20A;Expected years in retirement, men;2018;2018;YR;Years;0;Units;17.7
CZE;Czech Republic;PEN20B;Expected years in retirement, women;2018;2018;YR;Years;0;Units;22.8
CZE;Czech Republic;PEN23A;Average worker earnings, national currency;2018;2018;;;0;Units;383303.9
CZE;Czech Republic;PEN23B;Average worker earnings, USD market exchange rate;2018;2018;USD;US Dollar;0;Units;17639.5
DNK;Denmark;PEN1A;Current retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;65
DNK;Denmark;PEN1B;Current retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;65
DNK;Denmark;PEN2A;Future retirement ages for a person who entered the labour force at age 22, men;2018;2018;YR;Years;0;Units;74
DNK;Denmark;PEN2B;Future retirement ages for a person who entered the labour force at age 22, women;2018;2018;YR;Years;0;Units;74
DNK;Denmark;PEN3A;Gross pension replacement rate, Male, 0.50 of AW;2018;2018;PC;Percentage;0;Units;113.8
DNK;Denmark;PEN3B;Gross pension replacement rate, Male, 1.00 of AW;2018;2018;PC;Percentage;0;Units;74.4
